mine_fac,mine_other_names,country,state,region,province,district,sector,location_municipality,latitude,longitude,surface_area,unit_surface_area,claim_concession_area,unit_concession_area,mine_or_processing,commodities_products,mining_facility_types,production_start,production_end,activity_status,year_activity_status,certification_scheme,source,source_url,comment,,,,,,,
Darby ,"Powell Mountain, Middle Splint ",United States,,,,Harlan County; Lee County,,,,,,,,,Mine,Coal,,,,,,,International Coal Group Inc. (2011) Form 10-K Annual Report 2010,https://www.sec.gov/Archives/edgar/data/1320934/000132093411000004/frm10-k.htm,,,,,,,,
Arch of Wyoming,,United States,Wyoming ,,,Carbon County,,,,,,,58000,acres ,Mine,Coal,Surface,,2012,,,,Arch Coal Inc. (2011) Form 10-K Annual Report 2010,https://www.sec.gov/Archives/edgar/data/1037676/000095012311020753/c62065e10vk.htm,,,,,,,,
Dugout Canyon,,United States,,,,Carbon County,,,39.6830832,-110.5450992,,,18572,acres ,Mine,Coal,Underground,,,,,,Arch Coal Inc. (2011) Form 10-K Annual Report 2010,https://www.sec.gov/Archives/edgar/data/1037676/000095012311020753/c62065e10vk.htm,,,,,,,,
Skyline,,United States,,,,"Carbon County, Emery County",,,39.6844071,-111.2018398,,,13230,acres ,Mine,Coal,Underground,,,,,,Arch Coal Inc. (2011) Form 10-K Annual Report 2010,https://www.sec.gov/Archives/edgar/data/1037676/000095012311020753/c62065e10vk.htm,,,,,,,,
Sufco,,United States,,,,Sevier County,,,38.9133834,-111.4168167,,,27550,acres ,Mine,Coal,Underground,,,,,,Arch Coal Inc. (2011) Form 10-K Annual Report 2010,https://www.sec.gov/Archives/edgar/data/1037676/000095012311020753/c62065e10vk.htm,,,,,,,,
Mingo Logan,,United States,West Virgina,,,"Mingo County, Logan County",,,,,,,12000,acres ,Mine,Coal,Underground,,,,,,Arch Coal Inc. (2005) Form 10-K Annual Report 2004,https://www.sec.gov/Archives/edgar/data/1037676/000095013705002871/c91583e10vk.htm,,,,,,,,
Arch of West Virginia,,United States,West Virgina,,,Logan County,,,,,,,19700,acres ,Mine,Coal,,,,,,,Arch Coal Inc. (2005) Form 10-K Annual Report 2004,https://www.sec.gov/Archives/edgar/data/1037676/000095013705002871/c91583e10vk.htm,,,,,,,,
Gibson Complex,Gibson County Coal,United States,,,,Gibson County,,Princeton ,38.3056986,-87.7077875,,,,,Mine,Coal,Underground,,,,,,Alliance Resource Partners LP (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm,,,,,,,,
Hamilton Complex,Hamilton County Coal,United States,,,,Hamilton County,,McLeansboro,38.17277696,-88.61150269,,,,,Mine,Coal,Underground,2013,,,,,Alliance Resource Partners LP (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm,,,,,,,,
River View Complex,River View Coal,United States,,,,Union County,,,37.7429833,-87.8879503,,,,,Mine,Coal,Underground,2009,,,,,Alliance Resource Partners LP (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm,,,,,,,,
Warrior Complex,Warrior Coal,United States,,,,Hopkins County,,Madisonville ,37.38389294,-87.61186649,,,,,Mine,Coal,Underground,1985,,,,,Alliance Resource Partners LP (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm,,,,,,,,
Dotiki Complex,Webster County Coal,United States,,,,Webster County,,Providence ,37.45354099,-87.77365319,,,,,Mine,Coal,Underground,1966,2019,,,,Alliance Resource Partners LP (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm,,,,,,,,
Hopkins Complex,"Hopkins County Coal, Elk Creek",United States,Kentucky,,,Hopkins County,,Madisonville ,38.92657249,-107.4469677,,,,,Mine,Coal,Underground,,2016,,,,Alliance Resource Partners LP (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm,,,,,,,,
Pattiki Complex,White County Coal,United States,,,,White County,,Carmi ,38.067154,-88.0969811,,,,,Mine,Coal,Underground,1980,2016,,,,Alliance Resource Partners LP (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm,,,,,,,,
Sebree - Onton Complex,"Green River Collieries, Onton No. 9",United States,,,,"Hopkins County, Webster County",,,37.58197454,-87.47992022,,,,,Mine,Coal,Underground,,2015,,,,Alliance Resource Partners LP (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm,,,,,,,,
MC Mining Complex,"Excel Mining, Excel Mine No. 5, Excel Mining, Pontiki Coal",United States,,,,Pike County,,Pikeville ,37.5916741,-82.4927652,,,,,Mine,Coal,Underground,,,,,,Alliance Resource Partners LP (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm,,,,,,,,
Mettiki Complex,Mountain View,United States,, ,,Tucker County; Garrett County,,,,,,,,,Mine,Coal,Underground,2006,,,,,Alliance Resource Partners LP (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm,,,,,,,,
Tunnel Ridge Complex,,United States,,,,,,Wheeling,,,,,,,Mine,Coal,Underground,2010,,,,,Alliance Resource Partners LP (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm,,,,,,,,
Freedom,The Coteau Properties Company,United States,,,,Mercer County,,Beulah,47.3848558,-101.8418301,,,33599,acres ,Mine,Lignite,Surface,1983,,,,,NACCO Industries Inc. (2020) Form 10-K Annual Report 2019,https://www.sec.gov/Archives/edgar/data/789933/000078993320000017/nc201910k.htm,,,,,,,,
Falkirk ,The Falkirk Mining Company,United States,,,,McLean County,,"Washburn, Underwood",47.4020614,-101.1460342,,,45997,acres ,Mine,Lignite,Surface,1978,,,,,NACCO Industries Inc. (2020) Form 10-K Annual Report 2019,https://www.sec.gov/Archives/edgar/data/789933/000078993320000017/nc201910k.htm,,,,,,,,
South Hallsville No. 1,The Sabine Mining Company,United States,,,,,,,32.4759559,-94.52084576,,,,,Mine,Lignite,Surface,1985,,,,,NACCO Industries Inc. (2020) Form 10-K Annual Report 2019,https://www.sec.gov/Archives/edgar/data/789933/000078993320000017/nc201910k.htm,,,,,,,,
Five Forks,Demery Resources Company,United States,,,,,,Creston,32.0038503,-93.0955407,,,,,Mine,Lignite,Surface,,,,,,NACCO Industries Inc. (2020) Form 10-K Annual Report 2019,https://www.sec.gov/Archives/edgar/data/789933/000078993320000017/nc201910k.htm,,,,,,,,
Marshall ,Caddo Creek Resources,United States,,,,,,Marshall,32.34003493,-94.30415968,,,,,Mine,Lignite,Surface,2014,,,,,NACCO Industries Inc. (2020) Form 10-K Annual Report 2019,https://www.sec.gov/Archives/edgar/data/789933/000078993320000017/nc201910k.htm,,,,,,,,
Coyote Creek,Coyote Creek Mining Company,United States,,,,Mercer County,,Beulah,47.1699771,-101.8716892,,,,,Mine,Lignite,Surface,2016,,,,,NACCO Industries Inc. (2020) Form 10-K Annual Report 2019,https://www.sec.gov/Archives/edgar/data/789933/000078993320000017/nc201910k.htm,,,,,,,,
Red Hills,Mississippi Lignite Mining Company,United States,,,,,,,33.3821754,-89.2245483,,,6840,acres ,Mine,Lignite,Surface,2000,,,,,NACCO Industries Inc. (2020) Form 10-K Annual Report 2019,https://www.sec.gov/Archives/edgar/data/789933/000078993320000017/nc201910k.htm,,,,,,,,
Liberty ,Liberty Fuels Company,United States,,,,Kemper County,,Meridian,32.63887544,-88.7574352,,,,,Mine,Lignite,Surface,2013,2017,,,,NACCO Industries Inc. (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/789933/000078993318000019/nc201710k.htm,,,,,,,,
San Miguel,,United States,,,,,,,28.68736311,-98.47621687,,,,,Mine,Lignite,Surface,1980,,,,,NACCO Industries Inc. (2010) Form 10-K Annual Report 2009,https://www.sec.gov/Archives/edgar/data/789933/000095012310020094/l38668e10vk.htm,,,,,,,,
Red River,"Oxbow Mine, Red River Mining Company",United States,,,,,,,32.00767187,-93.39967572,,,,,Mine,Lignite,Surface,,,,,,NACCO Industries Inc. (2008) Form 10-K Annual Report 2007,https://www.sec.gov/Archives/edgar/data/789933/000095015208001379/l29689ae10vk.htm,,,,,,,,
Pennsylvania Mining Complex,,United States,,,,,,Enon,,,,,,,Mine,"Bituminous coal, Metallurgical coal",Underground,1984,,,,,CONSOL Energy Inc. (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1710366/000171036620000006/ceix-12312019form10xk.htm,,,,,,,,
Itmann No. 5 Mine,,United States,,,,Wyoming County,,Itmann,37.57358591,-81.41762311,,,,,Mine,Metallurgical coal,Underground,,,in development,2019,,CONSOL Energy Inc. (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1710366/000171036620000006/ceix-12312019form10xk.htm,,,,,,,,
Buchanan,,United States,,,,,,Mavisdale,37.21316912,-81.89824862,,,,,Mine,Bituminous coal,Underground,1983,,,,,CONSOL Energy Inc. (2016) Form 10-K Annual Report 2015,https://www.sec.gov/Archives/edgar/data/1070412/000107041216000095/cnx-123115x10k.htm,,,,,,,,
Miller Creek Complex,,United States,,,,,,Delbarton,37.68746695,-82.15537208,,,,,Mine,Coal,"Underground, Surface",2004,2016,,,,CONSOL Energy Inc. (2016) Form 10-K Annual Report 2015 ; CONSOL Energy Inc. (2017) Form 10-K Annual Report 2016 ,https://www.sec.gov/Archives/edgar/data/1070412/000107041216000095/cnx-123115x10k.htm ; https://www.sec.gov/Archives/edgar/data/1070412/000107041217000017/cnx-123116x10k.htm ,,,,,,,,
Amonate ,,United States,,,,,,Amonate,37.19100785,-81.6372373,,,,,Mine,Coal,"Underground, Surface",,,,,,CONSOL Energy Inc. (2015) Form 10-K Annual Report 2014,https://www.sec.gov/Archives/edgar/data/1070412/000107041215000009/cnx-123114x10k.htm,,,,,,,,
AMVEST Fola Complex,,United States,,,,,,Bickmore,38.35866349,-81.08408976,,,,,Mine,Metallurgical coal,"Underground, Surface",,,,,,CONSOL Energy Inc. (2015) Form 10-K Annual Report 2014,https://www.sec.gov/Archives/edgar/data/1070412/000107041215000009/cnx-123114x10k.htm,,,,,,,,
AMVEST Terry Eagle Complex,,United States,,,,,,Jodie,38.23280627,-81.14736374,,,,,Mine,Coal,"Underground, Surface",,,,,,CONSOL Energy Inc. (2013) Form 10-K Annual Report 2012,https://www.sec.gov/Archives/edgar/data/1070412/000107041213000011/cnx-123112x10k.htm,,,,,,,,
Robinson Run,,United States,,,,,,Shinnston,39.40555119,-80.33012532,,,,,Mine,"Thermal coal, Metallurgical coal",Underground,1966,,,,,CONSOL Energy Inc. (2013) Form 10-K Annual Report 2012,https://www.sec.gov/Archives/edgar/data/1070412/000107041213000011/cnx-123112x10k.htm,,,,,,,,
Loveridge,,United States,,,,,,Metz,39.6048189,-80.2842433,,,,,Mine,"Thermal coal, Metallurgical coal",Underground,1956,,,,,CONSOL Energy Inc. (2013) Form 10-K Annual Report 2012,https://www.sec.gov/Archives/edgar/data/1070412/000107041213000011/cnx-123112x10k.htm,,,,,,,,
Shoemaker,,United States,,,,,,Moundsville,39.98561594,-80.65566513,,,,,Mine,Coal,Underground,1966,,,,,CONSOL Energy Inc. (2013) Form 10-K Annual Report 2012,https://www.sec.gov/Archives/edgar/data/1070412/000107041213000011/cnx-123112x10k.htm,,,,,,,,
Blacksville,Blacksville #2,United States,,,,,,Wana,39.7111907,-80.292852,,,,,Mine,"Thermal coal, Metallurgical coal",Underground,1970,,,,,CONSOL Energy Inc. (2013) Form 10-K Annual Report 2012,https://www.sec.gov/Archives/edgar/data/1070412/000107041213000011/cnx-123112x10k.htm,,,,,,,,
Emery,,United States,,,,,Emery County,,38.84395636,-111.2217839,,,,,Mine,Coal,"Underground, Surface",1945,,,,,"CONSOL Energy Inc. (2013) Form 10-K Annual Report 2012 ; Global Energy Monitor Website (Emery mine), accessed 20.10.2021  ",https://www.sec.gov/Archives/edgar/data/1070412/000107041213000011/cnx-123112x10k.htm,,,,,,,,
Jones Fork Complex,,United States,,,,,,Mousie,37.43238503,-82.87560259,,,,,Mine,Coal,"Underground, Surface",1992,,,,,CONSOL Energy Inc. (2013) Form 10-K Annual Report 2012,https://www.sec.gov/Archives/edgar/data/1070412/000107041213000011/cnx-123112x10k.htm,,,,,,,,
Western Allegheny,Western Allegheny–Knob Creek,United States,,,,,,Young Township,40.52019218,-79.32104791,,,,,Mine,Coal,Underground,,,,,,CONSOL Energy Inc. (2016) Form 10-K Annual Report 2015 ; CONSOL Energy Inc. (2017) Form 10-K Annual Report 2016 ,https://www.sec.gov/Archives/edgar/data/1070412/000107041216000095/cnx-123115x10k.htm ; https://www.sec.gov/Archives/edgar/data/1070412/000107041217000017/cnx-123116x10k.htm ,,,,,,,,
Mine 84,Mine No. 84,United States,,,,,,Eighty Four,40.14207242,-80.17752599,,,,,Mine,Coal,Underground,1998,,,,,CONSOL Energy Inc. (2012) Form 10-K Annual Report 201,https://www.sec.gov/Archives/edgar/data/1070412/000107041212000008/cnx-123111x10k.htm,,,,,,,,
Mill Creek,,United States,,,,,,Deane,37.24014763,-82.78342708,,,,,Mine,Coal,"Underground, Surface",1994,,,,,CONSOL Energy Inc. (2009) Form 10-K Annual Report 2008,https://www.sec.gov/Archives/edgar/data/1070412/000119312509030578/d10k.htm,,,,,,,,
Mahoning Valley,,United States,Ohio,,,Harrison county,,Cadiz,,,,,,,Mine,Coal,Surface,,,,,,CONSOL Energy Inc. (2009) Form 10-K Annual Report 2008,https://www.sec.gov/Archives/edgar/data/1070412/000119312509030578/d10k.htm,,,,,,,,
Southern West Virginia Resources,,United States,West Virgina,,,Mingo County,,,,,,,,,Mine,Coal,"Underground, Surface",,,,,,CONSOL Energy Inc. (2009) Form 10-K Annual Report 2008,https://www.sec.gov/Archives/edgar/data/1070412/000119312509030578/d10k.htm,,,,,,,,
VP-8,VP 8,United States,Virgina,,,Buchanan,,Rowe,,,,,,,Mine,Coal,Underground,1993,,,,,CONSOL Energy Inc. (2009) Form 10-K Annual Report 2008,https://www.sec.gov/Archives/edgar/data/1070412/000119312509030578/d10k.htm,,,,,,,,
Cardinal River,,Canada,,,,,,Hinton,52.9327583,-117.3070335,,,,,Mine,Coal,Surface,,,,,,CONSOL Energy Inc. (2006) Form 10-K Annual Report 2005,https://www.sec.gov/Archives/edgar/data/1070412/000119312506054754/d10k.htm,,,,,,,,
Line Creek,,Canada,,,,,,Sparwood,49.9525718,-114.7548829,,,,,Mine,Coal,Surface,,,,,,CONSOL Energy Inc. (2006) Form 10-K Annual Report 2005,https://www.sec.gov/Archives/edgar/data/1070412/000119312506054754/d10k.htm,,,,,,,,
Miles Branch,,United States,,,,,,Bishop,37.20772287,-81.56082144,,,,,Mine,Coal,Underground,,,,,,CONSOL Energy Inc. (2005) Form 10-K Annual Report 2004,https://www.sec.gov/Archives/edgar/data/1070412/000119312505038419/d10k.htm,,,,,,,,
Dilworth,,United States,Pennsylvania,,,,,Rices Landing,39.83247377,-79.9541671,,,,,Mine,Coal,Underground,1984,2002,,,,CONSOL Energy Inc. (2004) Form 10-K Annual Report 2003,https://www.sec.gov/Archives/edgar/data/1070412/000119312504039975/d10k.htm,,,,,,,,
Humphrey,,United States,West Virginia,,,,,Maidsville,39.67532436,-79.98719323,,,,,Mine,Coal,Underground,1956,2002,,,,CONSOL Energy Inc. (2004) Form 10-K Annual Report 2003,https://www.sec.gov/Archives/edgar/data/1070412/000119312504039975/d10k.htm,,,,,,,,
Meigs,,United States,Ohio,,,,,Point Rock,39.06917174,-82.23855213,,,,,Mine,Coal,Underground,,2002,,,,CONSOL Energy Inc. (2004) Form 10-K Annual Report 2003,https://www.sec.gov/Archives/edgar/data/1070412/000119312504039975/d10k.htm,,,,,,,,
Muskingum,,United States,Ohio,,,Guernsey,,Cumberland,,,,,,,Mine,Coal,Surface,,2002,,,,CONSOL Energy Inc. (2004) Form 10-K Annual Report 2003,https://www.sec.gov/Archives/edgar/data/1070412/000119312504039975/d10k.htm,,,,,,,,
Windsor,,United States,West Virginia,,,Ohio,,West Liberty,,,,,,,Mine,Coal,Underground,,2002,,,,CONSOL Energy Inc. (2004) Form 10-K Annual Report 2003,https://www.sec.gov/Archives/edgar/data/1070412/000119312504039975/d10k.htm,,,,,,,,
Rend Lake,,United States,Illinois,,,Franklin ,,Sesser,,,,,,,Mine,Coal,Underground,1986,,,,,CONSOL Energy Inc. (2004) Form 10-K Annual Report 2003,https://www.sec.gov/Archives/edgar/data/1070412/000119312504039975/d10k.htm,,,,,,,,
Curragh,,Australia ,,,,,,Blackwater,-23.4974098,148.8448333,,,,,Mine,"Coking coal, Pulverized Coal Injection, Thermal coal",Open pit,,,,,,Coronado Global Resources Inc. (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1770561/000156276220000067/c561-20191231.htm,,,,,,,,
Greenbrier ,,United States,,,,"Greenbrier County, Nicholas County",,,38.02615085,-80.64903186,,,,,Mine,"Pulverized Coal Injection, Thermal coal",,,,,,,Coronado Global Resources Inc. (2020) Form 10-K Annual Report 2019,https://www.sec.gov/ix?doc=/Archives/edgar/data/1770561/000156276220000067/c561-20191231.htm,,,,,,,,
Colstrip,Rosebud Mine,United States,,,,"Rosebud County, Treasure County",,,45.87442067,-106.7757399,,,,,Mine,Sub-bituminous coal,,1968,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Absaloka,,United States,,,,Big Horn County,,,45.8053054,-107.082901,,,,,Mine,Sub-bituminous coal,,1974,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Savage,Knive River Mine,United States,,,,Richland County,,,47.46456678,-104.4364229,,,,,Mine,Lignite,,1958,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
San Juan,,United States,,,,San Juan County,,,36.79532007,-108.4326754,,,,,Mine,Sub-bituminous coal,,1973,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Jewett,,United States,,,,"Leon County, Freestone County, Limestone County",,,31.42251754,-96.24884471,,,,,Mine,Lignite,,1985,2017,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Beulah,,United States,,,,"McLean County, Oliver County",,,47.19806152,-101.838752,,,,,Mine,Lignite,,1963,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Buckingham,,United States,,,,Perry County,,,39.5786034,-82.0684075,,,,,Mine,Bituminous coal,,2007,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Haystack,,United States,,,,Uinta County,,,41.41313274,-110.67676,,,,,Mine,Sub-bituminous coal,,,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Paintearth,,Canada,,,,,,Forestburg,52.458166,-112.1615611,,,,,Mine,Sub-bituminous coal,Surface,1956,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Genesee,,Canada,,,,,,Warburg,53.3483657,-114.2897795,,,,,Mine,Sub-bituminous coal,Surface,1988,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Sheerness,,Canada,,,,,,Hanna,51.488572,-111.667826,,,,,Mine,Sub-bituminous coal,Surface,1984,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Coal Valley,,Canada,,,,,,Edson,53.0701942,-116.7888488,,,,,Mine,Bituminous coal,Surface,1978,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Poplar River,,Canada,,,,,,Coronach,49.2174828,-105.4808253,,,,,Mine,Lignite,Surface,1978,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Estevan,"Boundary Dam, Bienfait",Canada,,,,,,Estevan,,,,,,,Mine,"Lignite, Coal",Surface,1973,,,,,Westmoreland Coal Company (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/106455/000010645518000028/wlb201710-k.htm,,,,,,,,
Obed Mountain,,Canada,,,,,,Hinton,53.56420942,-117.5089435,,,,,Mine,Bituminous coal,,1984,2013,,,,"Westmoreland Coal Company (2015) Form 10-K Annual Report 2014 ; Sherritt International Corp. (2014) Annual Information Form For the year ended December 31, 2013 ",https://www.sec.gov/Archives/edgar/data/106455/000010645515000022/wlb-123114_10k.htm ; http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies ,,,,,,,,
Highvale,Sundance,Canada,,,,,,,53.5277885,-114.7111484,,,,,Mine,Thermal coal,,1970,,,,,"Sherritt International Corp. (2013) Annual Information Form For the year ended December 31, 2012",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies,,,,,,,,
Whitewood,,Canada,Alberta,,,,,,53.48751909,-114.5964024,,,,,Mine,Thermal coal,,1956,2010,,,,"Sherritt International Corp. (2011) Annual Information Form For the year ended December 31, 2010",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies,,,,,,,,
Cadiz,,United States,Ohio,,,"Harrison County, Jefferson County",,Cadiz,,,,,,,Mine,Bituminous coal,Surface,2000,,,,,"Westmoreland Resource Partners, LP (2019) Form 10-K Annual Report 2018",https://www.sec.gov/Archives/edgar/data/1412347/000141234719000010/wmlp201810-k.htm,,,,,,,,
Tuscarawas,"East Canton, Garrett, Schupp, Hunt",United States,Ohio,,,"Columbiana County, Coshocton County, Stark County, Tuscarawas County",,,,,,,,,Mine,Bituminous coal,Surface,2003,,,,,"Westmoreland Resource Partners, LP (2019) Form 10-K Annual Report 2018",https://www.sec.gov/Archives/edgar/data/1412347/000141234719000010/wmlp201810-k.htm,,,,,,,,
Belmont,"Speidel, Shugert, Buttermilk, Egypt Valley Wildlife",United States,Ohio,,,Belmont County,,,,,,,,,Mine,Bituminous coal,Surface,1999,,,,,"Westmoreland Resource Partners, LP (2019) Form 10-K Annual Report 2018",https://www.sec.gov/Archives/edgar/data/1412347/000141234719000010/wmlp201810-k.htm,,,,,,,,
New Lexington,Avondale,United States,Ohio,,,"Perry County, Athens County, Morgan County",,,,,,,,,Mine,Bituminous coal,Surface,1993,,,,,"Westmoreland Resource Partners, LP (2019) Form 10-K Annual Report 2018",https://www.sec.gov/Archives/edgar/data/1412347/000141234719000010/wmlp201810-k.htm,,,,,,,,
Noble,,United States,Ohio,,,"Noble County, Guernsey County",,,,,,,,,Mine,Bituminous coal,Surface,2006,,,,,"Westmoreland Resource Partners, LP (2019) Form 10-K Annual Report 2018",https://www.sec.gov/Archives/edgar/data/1412347/000141234719000010/wmlp201810-k.htm,,,,,,,,
Plainfield,,United States,Ohio,,,"Muskingum County, Guernsey County, Coshocton County",,,,,,,,,Mine,Bituminous coal,Surface,1990,,,,,"Westmoreland Resource Partners, LP (2019) Form 10-K Annual Report 2018",https://www.sec.gov/Archives/edgar/data/1412347/000141234719000010/wmlp201810-k.htm,,,,,,,,
Muhlenberg,,United States,Kentucky,,,Muhlenberg County,,,,,,,,,Mine,Bituminous coal,Surface,2009,2018,,,,"Westmoreland Resource Partners, LP (2019) Form 10-K Annual Report 2018",https://www.sec.gov/Archives/edgar/data/1412347/000141234719000010/wmlp201810-k.htm,,,,,,,,
Tusky,,United States,Ohio,,,"Harrison County, Tuscarawas County",,,40.32436761,-81.49113738,,,,,Mine,Bituminous coal,Surface,2003,,,,,"Westmoreland Resource Partners, LP (2019) Form 10-K Annual Report 2018",https://www.sec.gov/Archives/edgar/data/1412347/000141234719000010/wmlp201810-k.htm,,,,,,,,
Kemmerer,,United States,Wyoming,,,Lincoln County,,,41.72588779,-110.6142716,,,,,Mine,Sub-bituminous coal,Surface,1950,,,,,"Westmoreland Resource Partners, LP (2019) Form 10-K Annual Report 2018",https://www.sec.gov/Archives/edgar/data/1412347/000141234719000010/wmlp201810-k.htm,,,,,,,,
Moa Project,"Moa Nickel, Moa Joint Venture",Cuba,,,,,,Moa,20.6574573,-74.9501034,,,12322,hectar,Mine,"Nickel, Cobalt","Surface, High-pressure acid leaching plant",1961,,,,,"Sherritt International Corp. (2020) Annual Information Form For the year ended December 31, 2019",https://s2.q4cdn.com/343762060/files/doc_financials/Annual-Report/2019/2019-AIF-(March-20-2020).pdf,,,,,,,,
Fort Site ,,Canada,,,,,,Fort Saskatchewan,53.71984373,-113.189827,,,,,Refinery,"Refined Nickel, Refined Cobalt, Fertilizer, Sulphuric acid",,,,,,ISO 9001:2015,"Sherritt International Corp. (2020) Annual Information Form For the year ended December 31, 2019",https://s2.q4cdn.com/343762060/files/doc_financials/Annual-Report/2019/2019-AIF-(March-20-2020).pdf,,,,,,,,
Ambatovy,Ambatovy Joint Venture,Madagascar,,,,,,Moramanga,-18.82655945,48.31224496,,,,,"Mine, Refinery","Nickel, Cobalt",,2011,,,,,"Sherritt International Corp. (2020) Annual Information Form For the year ended December 31, 2019",https://s2.q4cdn.com/343762060/files/doc_financials/Annual-Report/2019/2019-AIF-(March-20-2020).pdf,,,,,,,,
Tritton,Tritton Copper Operations,Australia,,Central New South Wales,,Regency Murung Raya,,Nyngan ,-31.397238,146.722368,,,,,Mine,"Copper, Gold, Silver",Underground,2004,,,,,Aeris Resources Ltd. Website (Tritton Copper Operations),https://www.aerisresources.com.au/operations/tritton-copper-operations/,,,,,,,,
Mt Muro,,Indonesia,,,,,,,-0.0122222,114,,,47940,hectar,Mine,"Gold, Silver",,,,inactive,2014,,Straits Resources Ltd. (2010) Annual Report 2010,https://web.archive.org/web/20130207142536/http://www.straits.com.au/files/Reports_Annual/Annual%20Report%202010%20Straits%20Resources%20Limited.pdf,,,,,,,,
Whim Creek,,Australia,Western Australia,Pilbara,,,,,-20.8378973,117.8339159,,,,,Mine,Copper,"Open pit, SX-EW",2005,,,,,Straits Resources Ltd. (2008) Annual Report 2008,https://web.archive.org/web/20091013223830/http://www.straits.com.au/files/Reports_Annual/2008_%20Annual_Report_!20081104.pdf,,,,,,,,
